,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,0.0,10.583005244258363,10.0,11.532562594670797,11.874342087037917,13.711309200802088,9.695359714832659,11.313708498984761,10.677078252031311,11.180339887498949,9.591663046625438,15.198684153570664,13.96424004376894,13.490737563232042,12.84523257866513,15.7797338380595,10.535653752852738,11.61895003862225,14.38749456993816,14.594519519326424
2,10.583005244258363,0.0,9.591663046625438,11.704699910719626,10.535653752852738,13.856406460551018,10.099504938362077,11.916375287812984,10.862780491200215,8.18535277187245,12.165525060596439,14.730919862656235,12.36931687685298,14.491376746189438,15.588457268119896,17.916472867168917,13.820274961085254,13.0,15.329709716755891,17.349351572897472
3,10.0,9.591663046625438,0.0,9.1104335791443,13.0,14.7648230602334,11.916375287812984,8.602325267042627,9.16515138991168,12.68857754044952,12.569805089976535,11.269427669584644,10.04987562112089,15.033296378372908,14.594519519326424,14.594519519326424,14.594519519326424,13.45362404707371,16.46207763315433,16.0312195418814
4,11.532562594670797,11.704699910719626,9.1104335791443,0.0,13.711309200802088,16.15549442140351,13.076696830622021,10.344080432788601,10.246950765959598,13.564659966250536,13.152946437965905,12.489995996796797,11.135528725660043,14.594519519326424,13.784048752090222,14.422205101855956,14.89966442575134,14.212670403551895,15.874507866387544,14.966629547095765
5,11.874342087037917,10.535653752852738,13.0,13.711309200802088,0.0,9.0,7.280109889280518,13.820274961085254,11.445523142259598,9.899494936611665,12.767145334803704,14.560219778561036,13.564659966250536,14.798648586948742,14.352700094407323,17.029386365926403,10.954451150103322,11.832159566199232,13.856406460551018,16.06237840420901
6,13.711309200802088,13.856406460551018,14.7648230602334,16.15549442140351,9.0,0.0,7.3484692283495345,14.491376746189438,14.422205101855956,10.44030650891055,10.954451150103322,15.652475842498529,16.583123951777,15.937377450509228,15.459624833740307,18.35755975068582,14.035668847618199,11.704699910719626,15.329709716755891,17.233687939614086
7,9.695359714832659,10.099504938362077,11.916375287812984,13.076696830622021,7.280109889280518,7.3484692283495345,0.0,11.832159566199232,11.74734012447073,7.416198487095663,8.94427190999916,14.177446878757825,13.076696830622021,14.422205101855956,13.96424004376894,16.822603841260722,11.0,10.44030650891055,14.035668847618199,15.716233645501712
8,11.313708498984761,11.916375287812984,8.602325267042627,10.344080432788601,13.820274961085254,14.491376746189438,11.832159566199232,0.0,9.38083151964686,12.767145334803704,11.313708498984761,10.344080432788601,9.643650760992955,11.575836902790225,9.433981132056603,9.643650760992955,12.767145334803704,12.041594578792296,14.106735979665885,11.180339887498949
9,10.677078252031311,10.862780491200215,9.16515138991168,10.246950765959598,11.445523142259598,14.422205101855956,11.74734012447073,9.38083151964686,0.0,13.527749258468683,13.038404810405298,10.344080432788601,9.9498743710662,13.564659966250536,12.529964086141668,14.177446878757825,13.30413469565007,13.0,14.730919862656235,14.035668847618199
10,11.180339887498949,8.18535277187245,12.68857754044952,13.564659966250536,9.899494936611665,10.44030650891055,7.416198487095663,12.767145334803704,13.527749258468683,0.0,9.746794344808963,15.620499351813308,14.696938456699069,13.820274961085254,14.7648230602334,17.832554500127006,11.661903789690601,11.224972160321824,14.0,16.673332000533065
11,9.591663046625438,12.165525060596439,12.569805089976535,13.152946437965905,12.767145334803704,10.954451150103322,8.94427190999916,11.313708498984761,13.038404810405298,9.746794344808963,0.0,14.52583904633395,15.524174696260024,13.2664991614216,12.529964086141668,16.583123951777,11.180339887498949,7.280109889280518,11.357816691600547,14.52583904633395
12,15.198684153570664,14.730919862656235,11.269427669584644,12.489995996796797,14.560219778561036,15.652475842498529,14.177446878757825,10.344080432788601,10.344080432788601,15.620499351813308,14.52583904633395,0.0,8.366600265340756,13.45362404707371,12.727922061357855,12.806248474865697,13.784048752090222,13.490737563232042,14.071247279470288,14.422205101855956
13,13.96424004376894,12.36931687685298,10.04987562112089,11.135528725660043,13.564659966250536,16.583123951777,13.076696830622021,9.643650760992955,9.9498743710662,14.696938456699069,15.524174696260024,8.366600265340756,0.0,13.30413469565007,13.416407864998739,13.341664064126334,13.638181696985855,14.89966442575134,15.427248620541512,14.628738838327793
14,13.490737563232042,14.491376746189438,15.033296378372908,14.594519519326424,14.798648586948742,15.937377450509228,14.422205101855956,11.575836902790225,13.564659966250536,13.820274961085254,13.2664991614216,13.45362404707371,13.30413469565007,0.0,8.18535277187245,10.723805294763608,11.180339887498949,12.36931687685298,13.0,10.14889156509222
