,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,0.0,0.4666666666666667,0.4482758620689655,0.5238095238095238,0.639344262295082,0.6363636363636364,0.5517241379310345,0.6551724137931034,0.6,0.5737704918032787,0.56,0.9245283018867925,0.8431372549019608,1.0,1.0,0.9215686274509803,0.8787878787878788,0.7777777777777778,1.0,1.0
2,0.4666666666666667,0.0,0.34146341463414637,0.3563218390804598,0.4117647058823529,0.5111111111111111,0.43902439024390244,0.5365853658536586,0.47619047619047616,0.29411764705882354,0.5405405405405406,0.7142857142857143,0.6,0.7878787878787878,0.9076923076923077,0.8933333333333333,0.8245614035087719,0.5942028985507246,0.8082191780821918,0.9452054794520548
3,0.4482758620689655,0.34146341463414637,0.0,0.27058823529411763,0.46987951807228917,0.5681818181818182,0.475,0.325,0.34146341463414637,0.46987951807228917,0.5555555555555556,0.44,0.4246575342465753,0.75,0.7142857142857143,0.6712328767123288,0.8909090909090909,0.6119402985074627,0.8309859154929577,0.7746478873239436
4,0.5238095238095238,0.3563218390804598,0.27058823529411763,0.0,0.5,0.6344086021505376,0.5058823529411764,0.4117647058823529,0.3793103448275862,0.4772727272727273,0.5844155844155844,0.525,0.5128205128205128,0.7971014492753623,0.7352941176470589,0.6666666666666666,0.9,0.6666666666666666,0.7894736842105263,0.7631578947368421
5,0.639344262295082,0.4117647058823529,0.46987951807228917,0.5,0.0,0.2967032967032967,0.2289156626506024,0.6385542168674698,0.5058823529411764,0.3488372093023256,0.6266666666666667,0.6923076923076923,0.6842105263157895,0.8805970149253731,0.8484848484848485,0.8947368421052632,0.6206896551724138,0.5428571428571428,0.7027027027027027,0.8918918918918919
6,0.6363636363636364,0.5111111111111111,0.5681818181818182,0.6344086021505376,0.2967032967032967,0.0,0.22727272727272727,0.5909090909090909,0.6,0.31868131868131866,0.45,0.6385542168674698,0.7530864197530864,0.8055555555555556,0.8028169014084507,0.8518518518518519,0.6825396825396826,0.49333333333333335,0.7215189873417721,0.8481012658227848
7,0.5517241379310345,0.43902439024390244,0.475,0.5058823529411764,0.2289156626506024,0.22727272727272727,0.0,0.525,0.4878048780487805,0.27710843373493976,0.4444444444444444,0.6266666666666667,0.6438356164383562,0.875,0.8412698412698413,0.8904109589041096,0.6727272727272727,0.5522388059701493,0.7464788732394366,0.8873239436619719
8,0.6551724137931034,0.5365853658536586,0.325,0.4117647058823529,0.6385542168674698,0.5909090909090909,0.525,0.0,0.3170731707317073,0.5421686746987951,0.5277777777777778,0.44,0.3698630136986301,0.5625,0.42857142857142855,0.4246575342465753,0.8909090909090909,0.6417910447761194,0.7464788732394366,0.49295774647887325
9,0.6,0.47619047619047616,0.34146341463414637,0.3793103448275862,0.5058823529411764,0.6,0.4878048780487805,0.3170731707317073,0.0,0.6,0.5945945945945946,0.35064935064935066,0.41333333333333333,0.7575757575757576,0.6615384615384615,0.6533333333333333,0.8947368421052632,0.6811594202898551,0.7808219178082192,0.6986301369863014
10,0.5737704918032787,0.29411764705882354,0.46987951807228917,0.4772727272727273,0.3488372093023256,0.31868131868131866,0.27710843373493976,0.5421686746987951,0.6,0.0,0.41333333333333333,0.717948717948718,0.7368421052631579,0.7611940298507462,0.8484848484848485,0.8947368421052632,0.6206896551724138,0.4857142857142857,0.7027027027027027,0.8918918918918919
